Folio,Cliente ,NumeroParte,Nombre ,PROYECTO,LARGO,ANCHO,ALTO,ECT,CORRUGADO,CODIGO,documento
3919020,PARKWAY/CLAYENS,39 CAVIDADES,SEPARADOR,ITRÓN,55.5,38.5,0,32,Sencillo,ESP-PP-020,https://drive.google.com/file/d/1MtMkPfH_-Y4x0OkWaoYm4htdSkOqnjWB/view?usp=share_link
3910021,PARKWAY/CLAYENS,18 X 10 X 7,CAJA NORMAL,-,46,25.7,19,42,Doble,ESP-PP-021,https://drive.google.com/file/d/1RCbAfb2FcNjExB705lQ9Vq1XAttTUzDh/view?usp=share_link
3910022,PARKWAY/CLAYENS,23 X 17,SEPARADOR,-,23,17,,32,Sencillo,ESP-PP-22,https://drive.google.com/file/d/1AmQ3eq8Txja4c9sR1RPaft3xDHCTXokU/view?usp=share_link
3910023,PARKWAY/CLAYENS,26X32X39,CAJA NORMAL,MX-PCK-0127,33,27,40,42,Doble,ESP-PP-023,https://drive.google.com/file/d/1JBXUR8aORwbGRiqCxXn5XIlHoYBS8yD0/view?usp=drive_link
3910024,PARKWAY/CLAYENS,38X36X25,CAJA NORMAL,"14 7/8"" X 13 7/8"" X 9 1/8""",38.7,36,25,42,Doble,ESP-PP-024,https://drive.google.com/file/d/1JAIQn2GnCVtbVpzTsv1tKbosmv3OV9s1/view?usp=drive_link
3910025,PARKWAY/CLAYENS,23X17X8,CAJA NORMAL,19X13X21,24,18,9,32,Sencillo,ESP-PP-025,https://drive.google.com/file/d/1J7l67IhAb6veee_982T1nDdZsy5b6J2-/view?usp=drive_link
3910026,PARKWAY/CLAYENS,CARRETES,CAJA NORMAL,MX-PKC-0079,56,39,26.5,32,Sencillo,ESP-PP-026,https://drive.google.com/file/d/1J6Qb1NKCqnPD1JXVJcB3bpl91Nzj2KkT/view?usp=drive_link
3910027,PARKWAY/CLAYENS,"10 X 10 X 5""",CAJA NORMAL,MX-PCK-0136,26.4,26.4,13.7,42,Doble,ESP-PP-027,https://drive.google.com/file/d/1JFuco1pX76JCnZXbrZcuwru8zBOSAJS4/view?usp=drive_link
3910028,PARKWAY/CLAYENS,"12X24""",SEPARADOR,-,60,30,-,26,Sencillo,ESP-PP-028,https://drive.google.com/open?id=1Lr6DbsRTWwB-KoBZJ7X3oX-ClV7OaqCa&usp=drive_fs
3910029,PARKWAY/CLAYENS,MX-PCK-0128 (REJILLA R),,MX-PCK-0128 (REJILLA R),25,31.5,37.5,32,Sencillo,ESP-PP-029,https://drive.google.com/open?id=1Zi6blJ77lCWNsS4RQ42e4AXBDMNWSJE3&usp=drive_fs
3910030,PARKWAY/CLAYENS,40X48,SEPARADOR,-,120,100,-,42,Doble,ESP-PP-030,https://drive.google.com/open?id=1DqHSWMwY8ZH3r5F7-ZEALPbttrBGN0fS&usp=drive_fs
3910031,PARKWAY/CLAYENS,25.5X40,SEPARADOR,-,40,25.5,-,32,Sencillo,ESP-PP-031,https://drive.google.com/open?id=12TLGlUYSyhcanRjU_kl3vGHB0kxK14gz&usp=drive_fs
9019001,PASTELERÍA VAINILLA Y CHOCOLATE,SEPARADOR 1/4,SEPARADOR,-,42,35,0,84,Cuadruple,ESP-PVC-001,https://drive.google.com/file/d/1EmeLk6F16LfVhUpA6BGjnp4_Ad1Hx3fl/view?usp=share_link
9019002,PASTELERÍA VAINILLA Y CHOCOLATE,SEPARADOR 1/2,SEPARADOR,-,55,42,0,84,Cuadruple,ESP-PVC-002,https://drive.google.com/file/d/1ICYKgkfgjwNfVT-cm0RZjS4nKv9afx_Z/view?usp=share_link
9019003,PASTELERÍA VAINILLA Y CHOCOLATE,SEPARADOR COMPLETO,SEPARADOR,-,75,55,0,84,Cuadruple,ESP-PVC-003,https://drive.google.com/file/d/1wCoDY2CX1eCeA_Di3h7RZ8r7Y81MAg4m/view?usp=share_link
9012004,PASTELERÍA VAINILLA Y CHOCOLATE,CHAROLA QUEQUITOS,CAJA TELESCÓPICA,-,66.5,50,10.3,32,Sencillo,ESP-PVC-004,https://drive.google.com/file/d/1AjE_QpL21wKcEaNd0j-_8V13ZDmSLmoW/view?usp=share_link
9037005,PASTELERÍA VAINILLA Y CHOCOLATE,SUAJE QUEQUITO,INSERTO TROQUELADO,-,70,58,0,32,Sencillo,ESP-PVC-005,https://drive.google.com/file/d/1vJrP5HjJD2ZqBrr-aPACQXalwEzl0Ba4/view?usp=share_link
9019006,PASTELERÍA VAINILLA Y CHOCOLATE,TIRA QUEQUITOS,SEPARADOR,-,47,1.5,0,32,Sencillo,ESP-PVC-006,https://drive.google.com/file/d/18F7LUfwpWp5osGQ0xMoeOCrROL8yN8Ly/view?usp=share_link
9014007,PASTELERÍA VAINILLA Y CHOCOLATE,TAPA PLANCHA COMPLETA,TAPA TELESCÓPICA,-,87,62.5,7,32,Sencillo,ESP-PVC-007,https://drive.google.com/file/d/1kw3LxAh21oqhlNMmn-bvZk1I6r9-Yxp6/view?usp=share_link
9012008,PASTELERÍA VAINILLA Y CHOCOLATE,CAJA PLANCHA COMPLETA,CAJA TELESCÓPICA,-,85,61,15.5,32,Sencillo,ESP-PVC-008,https://drive.google.com/file/d/1HfMbd8EnchoNU3fvN0w1Hr0OaSryu4de/view?usp=share_link
9000000,PATRICIA NAGERA,SEPARADOR PATRICIA,SEPARADOR,-,52,52,,32,Sencillo,ESP-PTR-00,https://drive.google.com/file/d/1LNrwmwMG_fXBxVX6KFvJJkteMTIHXw4f/view?usp=share_link
10210001,PLASTICOMNIUM,930,CAJA NORMAL,-,176.7,53.7,39.4,42,Doble,ESP-POM-001,https://drive.google.com/file/d/1H0whHLQmWbW_FzGjdQVbBxdXFpPbVzuC/view?usp=share_link
10210002,PLASTICOMNIUM,DC,CAJA NORMAL,-,101.7,95.7,53.4,36,Doble,ESP-POM-002,https://drive.google.com/file/d/1zuN-Cx4N0i9Odc69M0rKQG0Ic0dp1cIW/view?usp=share_link
10210003,PLASTICOMNIUM,UREA DDP,CAJA NORMAL,-,103,28.5,40.5,42,Doble,ESP-POM-003,https://drive.google.com/file/d/1RKhZl7c4dEtw-q1KkId44um4Q8OzMAhZ/view?usp=share_link
6810001,PLASTICOS Y LAMINAS,PLANO-01,CAJA NORMAL,26 X 26 X 22 cm,26.5,26.5,23,32,Sencillo,ESP-PYL-001,https://drive.google.com/file/d/1MQSIgRShkBsR9Va4o2yUxr9Z_Eyrjthu/view?usp=share_link
11310001,PMW,CABECERA ROGUE,CAJA NORMAL,CABECERA 16 CAV,56.5,41,22.5,32,Sencillo,ESP-PMW-001,https://drive.google.com/file/d/11zp1YHJvcQhB1DAnvkSu_2vsBFivrnKy/view?usp=share_link
11320002,PMW,CABECERA ROGUE,DIV1,CABECERA 16 CAV,56,21.5,0,32,Sencillo,ESP-PMW-002,https://drive.google.com/file/d/1UHbWfLY7hEJD4UvMdH-pT-AFLnW2aAHR/view?usp=share_link
11321003,PMW,CABECERA ROGUE,DIV2,CABECERA 16 CAV,40.4,21.5,0,32,Sencillo,ESP-PMW-003,https://drive.google.com/file/d/1JL3mmj5nKkwp98EnZDHy7B51aXxb6OfB/view?usp=share_link
11320004,PMW,470815,MANGA,ADMIRAL,139,114,76.2,74,Triple,ESP-PMW-004,https://drive.google.com/open?id=1CAE_Ho0R4rb_a2S4hyOqbYJGWGb9gSF2&usp=drive_fs
11319005,PMW,47-0794 (PROARMOR),CAJA NORMAL,PROARMOR,60.7,46.7,111.5,42,Doble,ESP-PMW-005,https://drive.google.com/open?id=1h2PmpEg919ogREIi7fn5HUxJQSVY8gzD&usp=drive_fs
11321051,PMW,PSW VW316,MAGA ,-,153,116,91.6,84,Cuadruple,ESP-PMW-051,https://drive.google.com/file/d/1qba1ILxqqSpxpTIciJH3_8J_Xu_wF7AL/view?usp=share_link
11321052,PMW,72.5 X 46.3 X 17.5,CAJA NORMAL,CUSHION RIVIAN,73.5,47.3,17,42,Doble,ESP-PMW-052,https://drive.google.com/file/d/12e1bLMm-0Z1AQ5j9wti4pYMqtoKSEjY2/view?usp=drive_link
11321053,PMW,73 X 46.2,SEPARADOR,CUSHION RIVIAN,73,46.5,, 1/8,FOAM,ESP-PMW-053,https://drive.google.com/file/d/12hQebKRzxslV78bslI2-Fo2mKD92oHy6/view?usp=drive_link
11321054,PMW,460955-M,MANGA CON FALDON,"48""X45""X34""",120,112.5,72.5,51,Doble,ESP-PMW-054,https://drive.google.com/open?id=14u3ib2i_Lql_dLHiKTzM4EoQRv48dLWZ&usp=drive_fs
11321055,PMW,460955-S,SEPARADOR,"48""X45""X34""",119,111,-,42,Sencillo,ESP-PMW-055,https://drive.google.com/open?id=14z-XnsBPCz5p-wqOWVAxF_sVExX36Qdf&usp=drive_fs
11321056,PMW,460955-T,TAPA TELESCOPICA,"48""X45""X34""",122,114,10,42,Sencillo,ESP-PMW-056,https://drive.google.com/open?id=152bgQV9g-2jqizvH8R9DaqqqSGfOpX1I&usp=drive_fs
11321057,PMW,460955-E,ESQUINERO,"48""X45""X34""",7.5,7.5,71,CAL 160,-,ESP-PMW-057,https://drive.google.com/open?id=155vltSi4U-f8HvCnYkuv9vvLNysBlm7b&usp=drive_fs
11321058,PMW,"45""X48""",TARIMA,"48""X45""X34""",45IN,48IN,-,-,-,ESP-PMW-058,https://drive.google.com/open?id=15D9Mi_5IF6kE-2P_stzaHzIt7bC2KmW5&usp=drive_fs
11321059,PMW,111X22X42,MANGA CON FALDON,BR463 CHICA,111,22,42,32,Sencillo,ESP-PMW-059,
11321060,PMW,112X23X8,TAPA TELESCOPICA,BR463 CHICA,112,23,8,32,Sencillo,ESP-PMW-060,
11321061,PMW,118X113X85,TUBO,BR463 CHICA,118,113,86,51,Doble,ESP-PMW-061,
11321062,PMW,119X114X8,TAPA TELESCOPICA,BR463 CHICA,119,114,8,51,Doble,ESP-PMW-062,
11321063,PMW,109X10.3X4,DN-463C,BR463 CHICA,109,10.3,4,32 + 42,D/S,ESP-PMW-063,
11321064,PMW,116X26X37,MANGA CON FALDON,BR463 GRANDE,116,26,37,32,Sencillo,ESP-PMW-064,
11321065,PMW,117X26X8,TAPA TELESCOPICA ,BR463 GRANDE,117,27,8,32,Sencillo,ESP-PMW-065,
11321066,PMW,118X113X115,TUBO,BR463 GRANDE,118,113,115,51,Doble,ESP-PMW-066,
11321067,PMW,119X114X8,TAPA TELESCOPICA,BR463 GRANDE,119,114,8,51,Doble,ESP-PMW-067,
11321068,PMW,114X10X4,DN-463G,BR463 GRANDE,114,22.5,10,32 + 42,D/S,ESP-PMW-068,
40240005,PMW,TIGUAN,CONTENEDOR,TIGUAN,-,-,-,-,-,ESP-CON-005,https://drive.google.com/file/d/1sdG--CfvM6fLCpZftd_hUthenKw3cUo6/view?usp=share_link
40240003,PMW,RANGER,CONTENEDOR,RANGER,-,-,-,-,-,ESP-CON-003,https://drive.google.com/file/d/1Y7RCQpwXEDkqzS-T72M1t1t5zyxEWeBH/view?usp=share_link
40240011,PMW,470815,CONTENEDOR,ADMIRAL,-,-,-,-,-,ESP-CON-011,https://drive.google.com/open?id=1C9bAJAy-uCHsHMSWEk-4NCui5Xj8OywC&usp=drive_fs
4019004,POLIURETANOS,47-0793,CENTRO DE CARTON,-,5,84,-,-,-,ESP-CO-004,https://drive.google.com/open?id=1rugxXaLD4TV62wmFs4h4hvux1gtcypO9&usp=drive_fs
4019005,POLIURETANOS,46-0687,SEPARADOR,C.S.,103,109,-,32m,Sencillo,ESP-PO-005,https://drive.google.com/open?id=1rt1dBDhO6Z2eNRMiSbD02rE_SHpwMuYM&usp=drive_fs
4019006,POLIURETANOS,46-0685,CAJA NORMAL,CAJA SLEEPER,95,62,95,42m,Doble,ESP-PO-006,https://drive.google.com/open?id=1rhqaDVKev4hSbEI0ULP9dnwR7JZtF_Tc&usp=drive_fs
4019007,POLIURETANOS,90X42,SEPARADOR,-,90,42,-,32m,Sencillo,ESP-PO-007,https://drive.google.com/open?id=1qk-F6WV3RJPaHcmMYVP45c54Ekqs64aY&usp=drive_fs
4019008,POLIURETANOS,40X40X25,CAJA NORMAL,-,40,40,25,42m,Doble,ESP-PO-008,https://drive.google.com/open?id=1qfCnQdMpfZmtYNuEHqmdX3v8Wdb21XXR&usp=drive_fs
4019009,POLIURETANOS,INSERT (54 X 42),SEPARADOR,INSERT,54,42,-,32,Sencillo,ESP-PO-009,https://drive.google.com/open?id=1qEg7HeiWW-x3ghxu8XvHjlE2gGweGtCX&usp=drive_fs
4019010,POLIURETANOS,INSERT (35 X 30 X 25),CAJA NORMAL,INSERT,35.5,30.5,25.5,32,Sencillo,ESP-PO-010,https://drive.google.com/open?id=1q7VYAkFtPbC8Khi0S3dWWxv4Ne33aVit&usp=drive_fs
4019011,POLIURETANOS,46-0916,MANGA,3 FILAS,17.5,2,17.5,26m,Sencillo,ESP-PO-011,https://drive.google.com/open?id=1q2ZzFluWTnC8BHR57KNagjudhsXRAdCs&usp=drive_fs
4019012,POLIURETANOS,46-0757,SEPARADOR,-,60,56,-,26,Sencillo,ESP-PO-012,https://drive.google.com/open?id=1pfjehDXyfd2QYyp9rC5dCDeuDRR-F-R2&usp=drive_fs
4019013,POLIURETANOS,46-0748,CAJA NORMAL,57 X 53 X 49,57,5,49,42,Doble,ESP-PO-013,https://drive.google.com/open?id=1pdABjw8uaT6ZA6PglT9URukCpJeOzjhO&usp=drive_fs
4019014,POLIURETANOS,47-0813,CAJA NORMAL,HUNTSVILLE,61,58,38,42,Doble,ESP-PO-014,https://drive.google.com/open?id=1n8CoMK0DccBmvTCa4phSHX6UwEi65kTB&usp=drive_fs
4019015,POLIURETANOS,47-0740,CAJA NORMAL,-,57,48.5,20.5,42,Doble,ESP-PO-015,https://drive.google.com/open?id=1lvxOJ556AyBeP5YpSFrmx9E6ABOurjU0&usp=drive_fs
4019016,POLIURETANOS,47-0739,CAJA TRASLAPADA ,"8""X22""X35""",56,22,69,42,Doble,ESP-PO-016,https://drive.google.com/open?id=1lp-MHn_NFkV02fxEhaEIL4hiQok6IJ-V&usp=drive_fs
4019017,POLIURETANOS,47-0792,CAJA NORMAL,TOYOTA,86,80,65.2,42,Doble,ESP-PO-017,https://drive.google.com/open?id=1lk2Ade7lJM_iG_eb8WBJWTfO3cuJh2pp&usp=drive_fs
4019018,POLIURETANOS,47-0787,CAJA NORMAL,TOYOTA,65.8,57,57.7,42,Doble,ESP-PO-018,https://drive.google.com/open?id=1lIL6OG3pujq1dgHEyPgkRqzXcTgPBU6I&usp=drive_fs
4019019,POLIURETANOS,46-0680,CAJA NORMAL,CHICA P/EXPORTACION,61,59,21,42,Doble,ESP-PO-019,https://drive.google.com/open?id=1jeUe5wWZmaUlTxy2IDLLJnLQOR0ciRB0&usp=drive_fs
4019020,POLIURETANOS,90 X 42 cm,SEPARADOR,-,90,42,0,32,Sencillo,ESP-PO-020,https://drive.google.com/file/d/1gV9lyruDM99uJBKuYaBLrcgNmdDB7zxd/view?usp=share_link
4019021,POLIURETANOS,46-0696,CAJA TRASLAPADA ,RAZOR RESPALDO,51.5,17,77.5,42,Doble,ESP-PO-021,https://drive.google.com/open?id=1jwu1UY9JI1E6_LB1fxtVfwIYh9CHd6_U&usp=drive_fs
4019022,POLIURETANOS,46-0697,CAJA TRASLAPADA ,RANGER COVER / PT,55.5,17,141,42,Doble,ESP-PO-022,https://drive.google.com/open?id=1k75gjeg8oWeB69eS8PEnxb6bJHaYnGpa&usp=drive_fs
4019029,POLIURETANOS,46-0695,CAJA NORMAL,SPIRIT / ATV / SNOW,90.5,62.5,35,48,Doble,ESP-PO-029,https://drive.google.com/open?id=1_ZriN_-yhftQLqJOIp7Huwjessyh_jaV&usp=drive_fs
4010030,POLIURETANOS,615838,CAJA NORMAL,"24"" X 22.5"" X 15.67""",90.5,52.5,35,42,Doble,ESP-PO-030,https://drive.google.com/file/d/1F3qYfxair2eL1BrI9jvZQlUgArRZLt9H/view?usp=share_link
4014031,POLIURETANOS,TIGUAN PUEBLA,TAPA TELESCÓPICA,-,120,30.5,0,32,Sencillo,ESP-PO-031,https://drive.google.com/file/d/14PZvUDwYZKIXicEUjF2whEJZEfDI1Dm-/view?usp=share_link
4017032,POLIURETANOS,81,MANGA CON ALETONES ,RESPALDO 81,100,30.5,0,32,Sencillo,ESP-PO-032,https://drive.google.com/file/d/1u4EL3BIlKC__hmsPYqIRayTvw3DPGmul/view?usp=share_link
4019033,POLIURETANOS,81,SEPARADOR,RESPALDO 81,136,112,95,74,Triple,ESP-PO-033,https://drive.google.com/file/d/1rIi3_7dJOPNlmnge4-HscyZMiMF7a4ov/view?usp=share_link
4019034,POLIURETANOS,81,SEPARADOR,RESPALDO 81,133,109,0,74,Triple,ESP-PO-034,https://drive.google.com/file/d/1iSB-kWAFIFcN4CNh5bFqRDZmvb-uEqE3/view?usp=share_link
4014035,POLIURETANOS,81,TAPA TELESCÓPICA,RESPALDO 81,138.7,114.7,15,42,Doble,ESP-PO-035,https://drive.google.com/file/d/1rwZVtYAMjs1uCZ_pNyAMtwz-GFkbPp2r/view?usp=share_link
4017036,POLIURETANOS,82,MANGA CON ALETONES ,ASIENTO 82,112.5,105,97,51,Doble,ESP-PO-036,https://drive.google.com/file/d/1_P8O-Obhc6-tkfvZC4qGJQDPceeMYLEk/view?usp=share_link
4019037,POLIURETANOS,82,SEPARADOR,ASIENTO 82,57,28,0,32,Sencillo,ESP-PO-037,https://drive.google.com/file/d/1St-lMqVpHQyrYoQry0v8VCFncMcqgf5R/view?usp=share_link
4020038,POLIURETANOS,82,DIV1,ASIENTO 82,57,24,0,32,Sencillo,ESP-PO-038,https://drive.google.com/file/d/1qqF4oezTG8yoL012BlNCwlSY1Zscx3Up/view?usp=share_link
4021039,POLIURETANOS,82,DIV2,ASIENTO 82,61,58,38,42,Doble,ESP-PO-039,https://drive.google.com/file/d/1D56qJ8dWzJYz_kbkqF3Kw2kr8cYdnoZr/view?usp=share_link
4014040,POLIURETANOS,82,TAPA TELESCÓPICA,ASIENTO 82,120.4,100.4,10.5,32,Sencillo,ESP-PO-040,https://drive.google.com/file/d/1dpihzWgKfDHWtw6aDWyjhybogOX0wZsS/view?usp=share_link
4017041,POLIURETANOS,82/81,MANGA CON ALETONES ,82/81,117.5,96.5,76.2,42,Doble,ESP-PO-041,https://drive.google.com/file/d/1JOcO5EEfzYlkDt4yJOYA-JqKfCTslZDE/view?usp=share_link
4019042,POLIURETANOS,82/81,SEPARADOR,82/81,112.3,91.3,0,42,Doble,ESP-PO-042,https://drive.google.com/file/d/1kYJ8-GM_W0iGeeiAaDdmy8Zug6i-zXJU/view?usp=share_link
4021043,POLIURETANOS,Manga PSW (MANGA MARIPOSA),MANGA,(Property of PSW),153,116,92,84,Doble,ESP-PO-043,https://drive.google.com/file/d/1-MCVF-Ae42qV1vRlkva3EQTSqcAdhOHo/view?usp=sharing
4023044,POLIURETANOS,POLARIS (RETURN TO WOODBRIDGE),MANGA,POLARIS,112.5,105,97,51,Doble,ESP-PO-044,https://drive.google.com/file/d/1iPIBsXC29Oz7RYf0O3V0N5i5h38eOABG/view?usp=drive_link
4014045,POLIURETANOS,82/81,TAPA TELESCÓPICA,82/81,121.5,119,15,42,Doble,ESP-PO-045,https://drive.google.com/file/d/1CLTE1UGJnJt1hwv31hr5WONfaeOQZhiK/view?usp=share_link
4019046,POLIURETANOS,82/81,SEPARADOR,82/81,113,60,0,32,Doble,ESP-PO-046,https://drive.google.com/file/d/1ZuhbEn1P9nWFu9RXR7OY1YdETEcID-ms/view?usp=share_link
4024047,POLIURETANOS,56 X 53 X 26,CAJA NORMAL,DOCUMENT HOLDER,57,54,27,42,Doble,ESP-PO-047,https://drive.google.com/file/d/1-PIkyY-5C_qddydVvTQbeICaCikjoCBb/view?usp=share_link
4029048,POLIURETANOS,67 X 51 X 27,CAJA NORMAL,JUMP SEAT,68,52,28,42,Doble,ESP-PO-048,https://drive.google.com/file/d/1-RASznQ3j0PSXA_S65q6udPYSXs_nuAX/view?usp=share_link
4034049,POLIURETANOS,46-0705,CAJA NORMAL,46-0705 (PASSINGER),57,44.5,36.5,42,Doble,ESP-PO-049,https://drive.google.com/open?id=1xKeYB2d-xgF69BZfZMb7Hb1mgZN2B7ba&usp=drive_fs
4039050,POLIURETANOS,46-0666,CAJA NORMAL,46-0666,95,55.2,81.8,42,Doble,ESP-PO-050,https://drive.google.com/open?id=1xTWLbnyJYeaeb2WA5lLxmK8THPIr9utS&usp=drive_fs
4044051,POLIURETANOS,46-0914,SEPARADOR TRQ,46-0914,25,12,-,26,Sencillo,ESP-PO-051,https://drive.google.com/open?id=1LzdxVcl_CkKIkTBIFUONUpg0Olc-khTU&usp=drive_fs
4044056,POLIURETANOS,CROWN,CAJA NORMAL,CROWN,65,56,50,71,Doble,ESP-PO-056,https://drive.google.com/open?id=1pXbkeHIqPcOAIW4yX-o7Afj7gwW00S9j&usp=drive_fs
4044057,POLIURETANOS,47-0781,CAJA NORMAL,SEUZ,55,47,20,42,Doble,ESP-PO-057,https://drive.google.com/open?id=1iBClNAp8w2pqUmOUs1W2LJ09YjDbDICo&usp=drive_fs
4044058,POLIURETANOS,47-0780,CAJA NORMAL,SEUZ,48,19,85,42,Doble,ESP-PO-058,https://drive.google.com/open?id=1fofILtoxqoiJqDsl8wkGJOZGlE_HKjMp&usp=drive_fs
40240004,POLIURETANOS,ROGUE,CONTENEDOR,ROGUE,-,-,,-,-,ESP-CON-004,https://drive.google.com/file/d/1NCmgMWoK-Xawhz2jahmr6r8dO3h3NpgK/view?usp=share_link
5020001,PRODESA,45 X 7,SEPARADOR,-,45,7,0,26,Sencillo,ESP-PRD-001,https://drive.google.com/file/d/1xq53cDJGW-XMkpknz03a7k4mkJIeYJ_U/view?usp=share_link
5020002,PRODESA,14 X 3,SEPARADOR,-,14,3,0,300 GR,PAPEL,ESP-PRD-002,https://drive.google.com/file/d/1OKiQAXhJtX54t8RsqCpLq648oeD4F7Bg/view?usp=sharing
5020003,PRODESA,24 x 7,SEPARADOR,-,25,7,0,26,Sencillo,ESP-PRD-003,https://drive.google.com/file/d/1QJAgyHWY0P1jMZ2rkJurnZC6qqddrEfH/view?usp=sharing
5020004,PRODESA,25 x 93,SEPARADOR,-,25,93,0,26,Sencillo,ESP-PRD-004,https://drive.google.com/file/d/1hzTLkpyMgoB98SMltOBSgqX1DrJFmVLh/view?usp=sharing
5020005,PRODESA,25 x 85,SEPARADOR,-,85,25,0,26,Sencillo,ESP-PRD-005,https://drive.google.com/file/d/1QWlb1iEp8AbkWRgTuAECtKWmFo2-KtBG/view?usp=sharing
1513001,REVERVERE PLASTICS SYSTEMS,EMP-0042,CAJA NORMAL,-,19.5,19.5,19.1,32,Sencillo,ESP-RPS-001,https://drive.google.com/open?id=1bJHQsaqzwAsC2eIbI_iScwIJeGtRUGro&usp=drive_fs
1513002,REVERVERE PLASTICS SYSTEMS,51X53,SEPARADOR,-,53.5,51,-,32,Sencillo,ESP-RPS-002,https://drive.google.com/open?id=1bFYBo3VD3FwWmFq1yHdohgJ-v9s-ozgu&usp=drive_fs
1513003,REVERVERE PLASTICS SYSTEMS,EMP-0012,CAJA NORMAL,-,50,25,40,32,Sencillo,ESP-RPS-003,https://drive.google.com/open?id=1bDYSdePePJAe80nNYrmzMqgaTgbjcFLS&usp=drive_fs
1513004,REVERVERE PLASTICS SYSTEMS,EMP-0014,CAJA NORMAL,-,38,31,15,32,Sencillo,ESP-RPS-004,https://drive.google.com/open?id=1b9DrTxHEEuT15ynxROvBLtVBgaHYCUKM&usp=drive_fs
1513005,REVERVERE PLASTICS SYSTEMS,EMP-0011,CAJA NORMAL,-,40,25,40,32,Sencillo,ESP-RPS-005,https://drive.google.com/open?id=1b8xZmqeg_X2jVfqp3rLlsVtKDiEij1gA&usp=drive_fs
1513006,REVERVERE PLASTICS SYSTEMS,EMP-0059,CAJA NORMAL,-,55,33,40,32,Sencillo,ESP-RPS-006,https://drive.google.com/open?id=1b7Y6ayzYk1tcDe1j815fsuNCaGvIX-wF&usp=drive_fs
1513007,REVERVERE PLASTICS SYSTEMS,EMP-0017,CAJA NORMAL,-,50,33,28,42,Doble,ESP-RPS-007,https://drive.google.com/open?id=1b0RGeSMnAOvcdNIovcTVeN3emKa02MeG&usp=drive_fs
1513008,REVERVERE PLASTICS SYSTEMS,EMP-0081,CAJA NORMAL,-,60.5,40.1,38.1,32,Doble,ESP-RPS-008,https://drive.google.com/open?id=1avuL8t8opj3GPbT211WWGiADUq9MxuM5&usp=drive_fs
1513009,REVERVERE PLASTICS SYSTEMS,EMP-0070,CAJA NORMAL,-,61,38,38,42,Doble,ESP-RPS-009,https://drive.google.com/open?id=1c4oI__nTMzy4NppMZZ8lzwz0BCIUymjs&usp=drive_fs
1513010,REVERVERE PLASTICS SYSTEMS,EMP-0078,CAJA NORMAL,-,51,51,29,32,Sencillo,ESP-RPS-010,https://drive.google.com/open?id=1c29Y62U3MwaqgmoVVu8e0xRYyrOw2Vg8&usp=drive_fs
1513011,REVERVERE PLASTICS SYSTEMS,EMP-0008,CAJA NORMAL,-,54,54,50,32,Sencillo,ESP-RPS-011,https://drive.google.com/open?id=1bzLEBROVk2J4y9gAbC0e-wRUyzXQ52AQ&usp=drive_fs
1513012,REVERVERE PLASTICS SYSTEMS,EMP-0043,CAJA NORMAL,-,110,112,100,42,Sencillo,ESP-RPS-012,https://drive.google.com/open?id=1bwBPC8gXmEBm6jlhpvJuWIA9MpEIFGs-&usp=drive_fs
1513013,REVERVERE PLASTICS SYSTEMS,EMP-0007,MANGA,-,114,106,78,42,Sencillo,ESP-RPS-013,https://drive.google.com/open?id=1bmZZo4ymGOx4V2DsW8-3-FvjB3ltU8B6&usp=drive_fs
1513014,REVERVERE PLASTICS SYSTEMS,EWP-0061,REJILLAS,-,54,32,9.5,32,Sencillo,ESP-RPS-014,https://drive.google.com/open?id=1bhXx0ZgYc2P_snVnrxUeFaHSO-HVFpkW&usp=drive_fs
1513015,REVERVERE PLASTICS SYSTEMS,EWP-0047,REJILLAS,-,55.5,53.5,10.5,32,Sencillo,ESP-RPS-015,https://drive.google.com/open?id=1bgCXrPiBYIDX1ahmLP4UuvNu8i_Zy9v9&usp=drive_fs
1513016,REVERVERE PLASTICS SYSTEMS,EWP-0082,REJILLAS,-,61,35.6,17,32,Sencillo,ESP-RPS-016,https://drive.google.com/open?id=1bZvkSFWsecfDwK1OpWDPM7A9pqx1RS1Z&usp=drive_fs
1513017,REVERVERE PLASTICS SYSTEMS,EMP-0084,CAJA NORMAL,-,61,56,28,42,Doble,ESP-RPS-017,https://drive.google.com/open?id=1bQut8J49T4-HqK_9IerFCECZEhAWbWOJ&usp=drive_fs
1513019,REVERVERE PLASTICS SYSTEMS,EMP-0086,CAJA NORMAL,-,61,38,28,42,Sencillo,ESP-RPS-019,https://drive.google.com/open?id=1bL0rlqFk1bUn3cNNeUD45qYX8UeZ25yC&usp=drive_fs
1513021,REVERVERE PLASTICS SYSTEMS,EMP-0069,CAJA NORMAL,-,61,38.1,28.7,42,Doble,ESP-RPS-021,https://drive.google.com/open?id=1dRIH49w-e-hG0fe9lCogxx71vg_nwkkp&usp=drive_fs
1513022,REVERVERE PLASTICS SYSTEMS,EMP-0021,ESQUINERO,-,7.5,7.5,81.8,-,-,ESP-RPS-022,https://drive.google.com/open?id=1d-xVoYt7zmI78nvGfMCJ9wT5UuVePHbw&usp=drive_fs
1513023,REVERVERE PLASTICS SYSTEMS,EMP-0022,ESQUINERO,-,7.5,7.5,107.9,-,-,ESP-RPS-023,https://drive.google.com/open?id=1czg2qUaF-0GgqjyPHSx9Qi62lcV5wjOn&usp=drive_fs
