Folio,Cliente ,NumeroParte,Nombre ,PROYECTO,LARGO,ANCHO,ALTO,ECT,CORRUGADO,CODIGO,documento
3763193,Motus León,1502128M,SEPARADOR,TBA 241B FG GRIP,63,34,-,32,Sencillo,ESP-LMT-193,https://drive.google.com/open?id=1Q_boHhyPmNIC2hihtesL08csdSaMP92r&usp=drive_fs
3763194,Motus León,1502127MA,CAJA CON FONDO,TBA 241B FG ARMREST,79.5,39.5,19.5,32,Sencillo,ESP-LMT-194,https://drive.google.com/open?id=1QSdCmYyBPTEem5ZtGjhCVnaMSXfeA0M8&usp=drive_fs
3763195,Motus León,1502129M,SEPARADOR,TBA 241B FG ARMREST,79,39,-,32,Sencillo,ESP-LMT-195,https://drive.google.com/open?id=1QSvUapqeb33SqWTcBo-ElTYl8hqpcnT4&usp=drive_fs
3763196,Motus León,CAJA BMW,CAJA CON FONDO,BMW SERVICE CAP,61,37,12.8,32,Sencillo,ESP-LMT-196,
3763197,Motus León,REJILLA  BMW,REJILLAS,BMW SERVICE CAP,60,36,11.5,32,Sencillo,ESP-LMT-197,
3763198,Motus León,TAPA BMW,TAPA  TELESCOPICA,BMW SERVICE CAP,62,38,6,32,Sencillo,ESP-LMT-198,
3763199,Motus León,1500811X,REJILLAS,CPK STELLANTIS,58,34.2,60,32,Sencillo,ESP-LMT-199,https://drive.google.com/open?id=1twLbm_hSO38Sy6bb9HozSsdh8QUcILYR&usp=drive_fs
3763200,Motus León,1500811X,CAJA NORMAL,CPK STELLANTIS,59,35.5,61.5,32,Sencillo,ESP-LMT-200,https://drive.google.com/open?id=1u-gkwSJYqCzEKtEKJQvkRUQgAbqVtRet&usp=drive_fs
3763201,Motus León,1500473XA,CAJA NORMAL,-,57,40,47,32,Sencillo,ESP-LMT-201,
3763202,Motus León,1500473XA,REJILLA,-,56.5,39.5,455,32,Sencillo,ESP-LMT-202,
3763203,Motus León,1500885,CAJA NORMAL,U PACKAGING (U718),60.5,56.3,68,32,Sencillo,ESP-LMT-203,https://drive.google.com/open?id=1W-7dNdLfqWEOjW8vjZlMbfVoOFtkoLFo&usp=drive_fs
3763204,Motus León,1500886,REJILLAS,U PACKAGING (U718),60,55.8,67,32,Sencillo,ESP-LMT-204,https://drive.google.com/open?id=1b1GM4LOg7t3Ll6aiz4sBfpAf-OQeFeZT&usp=drive_fs
6217021,MUBEA,CS1204,MANGA CON FALDON,MANGA CUADRUPLE CORRUGADO,111,105,68,84,Cuadruple,ESP-MUB-021,https://drive.google.com/file/d/1ZSXc6_5BNJVlMQCqaVzHOFLs6IrT8Aik/view?usp=share_link
6211022,MUBEA,373318,CAJA CON FONDO ,373318,37.5,32.5,18.5,32,Sencillo,ESP-MUB-022,https://drive.google.com/file/d/1acmaUd2Oc0P491KkDSNm-Crxf2Qou1V4/view?usp=share_link
6220023,MUBEA,373318,DIV1,373318,39.6,10.6,0,32,Sencillo,ESP-MUB-023,https://drive.google.com/file/d/173W_qzse_BmZdG1TsYyLv1uOOqBuyeDO/view?usp=share_link
6221024,MUBEA,373319,DIV2,373318,32,100.6,0,32,Sencillo,ESP-MUB-024,https://drive.google.com/file/d/1xM9nk5EfCr9VfRR-5hn5x4_FiZ5vtmYY/view?usp=share_link
6214025,MUBEA,373318,TAPA TELESCÓPICA,373318,115,100,10,32,Sencillo,ESP-MUB-025,https://drive.google.com/file/d/1gKv01c44iHg8ZFQlIg4SyTXcYzHwmhnf/view?usp=share_link
6220026,MUBEA,8 CAV,DIV1,32m,24,8,0,32m,Micro,ESP-MUB-026,https://drive.google.com/file/d/1r7QfxQJf2swO_4VS0hqlJmXZ1oad0DVj/view?usp=share_link
6221027,MUBEA,8 CAV,DIV2,32m,33,8,0,32m,Micro,ESP-MUB-027,https://drive.google.com/file/d/1FfP16U75BS9G0xKxilYVHLAiNqACRE3Z/view?usp=share_link
6220028,MUBEA,50 T CHICA,DIV1,POLEA,33,10.5,0,32,Sencillo,ESP-MUB-028,https://drive.google.com/file/d/1_o4C_pV36UlcPSihVV7phds4dZR2eqPN/view?usp=share_link
6221029,MUBEA,50 T CHICA,DIV2,POLEA,54.5,10.5,0,32,Sencillo,ESP-MUB-029,https://drive.google.com/file/d/1MD35wsb3Zv1uTdcCF6hJKOw0MEn8xi3P/view?usp=share_link
6219030,MUBEA,33 X 54.5,SEPARADOR,-,54.5,33,0,32,Sencillo,ESP-MUB-030,https://drive.google.com/file/d/1IExzQmQ_aRN47m8NeZ8D52jEQb_5amlQ/view?usp=share_link
6219031,MUBEA,24 X 33 cm,SEPARADOR,-,24,33,0,32m,Micro,ESP-MUB-031,https://drive.google.com/file/d/1k7pNXtNe3J9i8U4MuGfGdvDmZD2tAxKI/view?usp=share_link
6220032,MUBEA,24 CAV,DIV1,-,33.4,7,0,32,Sencillo,ESP-MUB-032,https://drive.google.com/file/d/1E-WBym4723SAa-f8ZjwxERiFApBFfvQl/view?usp=share_link
6221033,MUBEA,24 CAV,DIV2,-,54.3,7,0,32,Sencillo,ESP-MUB-033,https://drive.google.com/file/d/1BxtJrLblU3jo3E4uqYcNXZbJBv_4YPoo}/view?usp=share_link
6220034,MUBEA,14 CAV,DIV1,-,33,8,0,32,Sencillo,ESP-MUB-034,https://drive.google.com/file/d/17aMLAOFxGRa-BDxaA3MW2A7a-14g_ik5/view?usp=share_link
6221035,MUBEA,14 CAV,DIV2,-,61,8,0,32,Sencillo,ESP-MUB-035,https://drive.google.com/file/d/1ATv2TfOqhWgQ9BDMXrqsJlEuy4wdrd9b/view?usp=share_link
6220036,MUBEA,35 CAV,DIV1,KIT 70 PZS,34,4.5,0,32m,Micro,ESP-MUB-036,https://drive.google.com/file/d/1he6x2f6DbQq_emAw_tfcrG7FplVlUxsB/view?usp=share_link
6221037,MUBEA,35 CAV,DIV2,KIT 70 PZS,51.8,4.5,0,32m,Micro,ESP-MUB-037,https://drive.google.com/file/d/1oU643ty5v1oTaz4RUDLmeykMRRdYao-R/view?usp=share_link
9313001,MUNICIPIO DE SALTILLO,CAJA NAVIDAD,CAJA TROQUELADA,-,8,8,8,32m,Micro,ESP-ML-001,https://drive.google.com/file/d/14QRvmUfd7QAnqxjnbGOAsNlD9K1kH-L6/view?usp=share_link
9310002,MUNICIPIO DE SALTILLO,CAJA NAVIDAD,CAJA NORMAL,-,81.2,81.2,43.7,42,Doble,ESP-ML-002,https://drive.google.com/file/d/14PzVDo43wCnF5cKNXcuRR9V43aKVxY1y/view?usp=share_link
11510001,NCS,"23"" X 23"" X 7""",CAJA NORMAL,"23"" X 23"" X 7"" CBC",46.5,36.5,24,48,Doble,ESP-NCS-001,https://drive.google.com/file/d/15cCBHNF_pTYX9TQJm0pbiEc_dKTG7jb5/view?usp=sharing
11510002,NCS,"18"" X 14"" X 9"" ",CAJA NORMAL,"18"" X 14"" X 9"" CBC",59,59,19.3,48,Doble,ESP-NCS-002,https://drive.google.com/file/d/1Yi3XSxQQSbN7UzkUnEJD5IYssWvdgsVL/view?usp=sharing
11510003,NCS,"9"" X 9"" X 6""",CAJA NORMAL,"9"" X 9"" X 6"" CBC",23.5,23.5,18.2,42,Doble,ESP-NCS-003,https://drive.google.com/file/d/1ldUV6XgQLSx0R0A9PdOlvgFu_VtYom5c/view?usp=share_link
11510004,NCS,"24"" X 12"" X 18""",CAJA NORMAL,"24"" X 12"" X 18"" CBC",62,31,47.3,48,Doble,ESP-NCS-004,https://drive.google.com/file/d/1vw_Bxh_4Xk8BiSNWJ3bBaoavN24xvr5r/view?usp=share_link
11510005,NCS,"16"" X 12"" X 5""",CAJA NORMAL,"16"" X 12"" X 5"" CBC",41.5,31,14,42,Doble,ESP-NCS-005,https://drive.google.com/file/d/1ufQ776sfTmPi593aIwE8PTm0awbCYZTi/view?usp=share_link
11516006,NCS,"40"" X 48"" X 36""",MANGA CON FALDON,CUADRUPLE,121,100.5,93,84,Cuadruple,ESP-NCS-006,https://drive.google.com/file/d/1W6_eR-enyvPsDgAM2_3ecKTnEGXU1v5M/view?usp=share_link
11519007,NCS,"40"" X 48"" X 36""",SEPARADOR,CUADRUPLE,119,98.5,0,42,Doble,ESP-NCS-007,https://drive.google.com/file/d/1nptAKnfrR84HCeK_GoxDPe1nb5oWS4L1/view?usp=share_link
11514008,NCS,"40"" X 48"" X 36""",TAPA TELESCÓPICA,CUADRUPLE,123,102.5,10,42,Doble,ESP-NCS-008,https://drive.google.com/file/d/1OC5IJacIXwCFqqJGQjvnBLvd9cFG3Uq2/view?usp=share_link
11511009,NCS,"42"" X 15"" X 20""",CAJA CON FALDON,VENTANA,107,38,51,32,Sencillo,ESP-NCS-009,https://drive.google.com/file/d/1Djmm48z_QB7L7MQ73EgtiO_VVZgorHH-/view?usp=share_link
11528010,NCS,"ESQ 1.5"" X 2.5"" X 1mts",ESQUINERO,ESQ 100 cm,5.1,5.1,100,-,-,ESP-NCS-010,https://drive.google.com/file/d/1lqRCxiPfdGRWD7VQVFd40OIo1DFTGW7J/view?usp=share_link
11528011,NCS,"2"" X 2"" X 8""",ESQUINERO,ESQ 20 cm,5.1,5.1,20,-,-,ESP-NCS-011,https://drive.google.com/file/d/15X-DZCJo7OX3qhetLRZKoftZQLj6im_S/view?usp=share_link
11510012,NCS,"12.5"" X 18.5"" X 8.5""",CAJA NORMAL,12188,48,32.5,23,42,Doble,ESP-NCS-012,https://drive.google.com/file/d/1Nscdp0uikEGGP4Ub0VX6SSPq8zonYeFz/view?usp=share_link
11510013,NCS,"18"" X 18"" X 5""",CAJA NORMAL,"18"" X 18"" X 5""",46.5,46.5,14,42,Doble,ESP-NCS-013,https://drive.google.com/file/d/10ce6nC7CG7zFDSEK2hdGcZKcALgFU6aD/view?usp=share_link
11510014,NCS,"15.5"" X 13.5"" X 8.5""",CAJA NORMAL,15138,40.5,35.5,23,42,Doble,ESP-NCS-014,https://drive.google.com/file/d/1Xm2os_GNKlh_aDiFMRWzx8CYslL3Jbxy/view?usp=share_link
11531015,NCS,"15.5"" X 13.5"" X 8.5""",INSERTO,15138,-,-,-,-,-,ESP-NCS-015,https://drive.google.com/file/d/1348wTSBk4w_DYrZrUtz3DlsWSlSy0RuC/view?usp=share_link
11510016,NCS,"14.5"" X 12.5"" X 8.5""",CAJA NORMAL,14128,38,32.5,23,42,Doble,ESP-NCS-016,https://drive.google.com/file/d/14VEPuPkr5JjYfGK6qrpt4oOtK545IKY0/view?usp=share_link
11520017,NCS,CBC-93-0117,DIV1,36 X 30.5 X 20.5,36,20,0,26,Sencillo,ESP-NCS-017,https://drive.google.com/file/d/1a3YrlbdCeqynGYrPYFSKf9i__83ejsxT/view?usp=share_link
11521018,NCS,CBC-93-0117,DIV2,36 X 30.5 X 20.5,30,20,0,26,Sencillo,ESP-NCS-018,https://drive.google.com/file/d/1pZDpNby9qWQYLFifrTFLLEPUZYn4zA5s/view?usp=share_link
11510019,NCS,"30"" X 14"" X 12""",CAJA NORMAL,301412,77,36.5,23,42,Doble,ESP-NCS-019,https://drive.google.com/file/d/1GZEESTa5bly1I8SCnKHiozh_Pl5fiMgC/view?usp=share_link
11520020,NCS,"REJILLA 30"" X 14"" X 12""",DIV1,"30"" X 14"" X 12"" REJILLA",74.4,29.5,0,26,Sencillo,ESP-NCS-020,https://drive.google.com/file/d/1b_cRbVIjL4UlvirMQQP5-UqalZ9CTlTb/view?usp=share_link
11521021,NCS,"REJILLA 30"" X 14"" X 12""",DIV2,"30"" X 14"" X 12"" REJILLA",35,29.5,0,26,Sencillo,ESP-NCS-021,https://drive.google.com/file/d/11vybC2DozsE8Xy1SM7D-ZDDV5FNWMVZD/view?usp=share_link
11519022,NCS,SEP 35 X 45 cm,SEPARADOR,35 X 45,45,35,0,26,Sencillo,ESP-NCS-022,https://drive.google.com/file/d/1qYUDPs55lu3GPezCXj-WqJszObm_AX84/view?usp=share_link
11519023,NCS,SEP 29 X 60 cm,SEPARADOR,29 X 60,60,29,0,26,Sencillo,ESP-NCS-023,https://drive.google.com/file/d/17XhfdBFQXH2BywX2RIIgouglrnM-UXEq/view?usp=share_link
11510024,NCS,"CAJA 12"" X 12"" X 4""",CAJA NORMAL,12124,31.5,31.5,12,42,Doble,ESP-NCS-024,https://drive.google.com/file/d/1b8F1plE0UFKTYDcDlJgURuIN1woGzeXA/view?usp=share_link
11501025,NCS,119.5 X 129.5 X 27,CAJA TELESCÓPICA,CONTENEDOR TITAN X,119.5,129.5,27,42,Doble,ESP-NCS-025,https://drive.google.com/file/d/1QMdDEGgxKc-XZdmWdQ8pDvAcRUHo3Kym/view?usp=share_link
11492026,NCS,122.5 X 132.5 X 27 ,TAPA TELESCÓPICA,CONTENEDOR TITAN X,122.5,132.5,27,42,Doble,ESP-NCS-026,https://drive.google.com/file/d/1umSOqdFNrlJFnIVyRIfi3Ezje7pmbJTz/view?usp=share_link
11483027,NCS,"42"" X 42"" X 36""",MANGA,-,106,106,92,84,Cuadruple,ESP-NCS-027,https://drive.google.com/file/d/148SsozZvlDL7Q6XKPFzLvlkHk2yPBKOH/view?usp=share_link
11474028,NCS,"42"" X 42""",TAPA TELESCÓPICA,-,112,112,10,42,Doble,ESP-NCS-028,https://drive.google.com/file/d/1nIec2KpymuOma4xWKSf6zxYwtaWUo4X_/view?usp=share_link
11465029,NCS,104 X 104,SEPARADOR,-,104,104,,42,Doble,ESP-NCS-029,https://drive.google.com/file/d/14y3TBhUejQOBTSizcLa5OU5C8QiBgs7B/view?usp=share_link
11456030,NCS,"23"" X 23"" X 7"" Con HandHole",CAJA NORMAL,"23"" X 23"" X 7"" CBC (HandHole)",59.3,59.3,19.3,51,Doble,ESP-NCS-030,https://drive.google.com/open?id=1HVzM2_acimNG2ilaoXUWQ9yoHzUbe8oN&usp=drive_fs
11447031,NCS,"16"" X 12"" X 5""",CAJA NORMAL,-,41.7,31.5,15,42,Doble,ESP-NCS-031,
11438032,NCS,"28"" x  28"" x 11""",CAJA NORMAL,CAJA REFORZADA (HandHole),71,71,28,42,Doble,ESP-NCS-032,https://drive.google.com/file/d/1nkvcfs-8S71xAF2_s5UlWhOOaLsncqyj/view?usp=sharing
11429033,NCS,26 X 128,MANGA,CAJA REFORZADA,64,64,26,42,Doble,ESP-NCS-033,https://drive.google.com/file/d/1Rjol4UoD9F-m_u3Kaq-xh5tIaTufYqvJ/view?usp=sharing
11420034,NCS,"3"" x 3"" x 26",ESQUINERO INTERNO,CAJA REFORZADA,"3""","3""",26,-,-,ESP-NCS-034,https://drive.google.com/file/d/1kvM-B3jvlmRVWTCnyOF-mbvKdYtw9taF/view?usp=sharing
11411035,NCS,"3"" x 3"" x 28",ESQUINERO EXTERNO,CAJA REFORZADA,"3""","3""",28,-,-,ESP-NCS-035,https://drive.google.com/file/d/1w3u_N8e90pqDThasv2oZ8o6aqgedr7aF/view?usp=sharing
11402036,NCS,"23""x23""x7"" Caja con fondo",CAJA CON FONDO,"23""X23""X7 CBC",59.3,59.3,19.3,51,Doble,ESP-NCS-036,https://drive.google.com/open?id=1HX7-Z0h0xVOOMpg5JcqFMZGKS3nQvaVo&usp=drive_fs
11393037,NCS,"23""x23""x7""",TAPA TELESCOPICA,"23""X23""X7 CBC",60.5,60.5,9.5,32,Sencillo,ESP-NCS-037,https://drive.google.com/open?id=1HZ8fk2vIky_E0Y0cCYczy8SZZ_wnhSGI&usp=drive_fs
11384038,NCS,"28""X28""X11"" Con HandHole",CAJA NORMAL,CAJA REFORZADA,71,71,28.3,51,Doble,ESP-NCS-038,https://drive.google.com/open?id=1HaKZtVYabKngssdY9SO3EcB_8djo9_XF&usp=drive_fs
11375039,NCS,"28""X28""X11"" Caja con fondo",CAJA CON FONDO,CAJA REFORZADA,71,71,28.3,51,Doble,ESP-NCS-039,https://drive.google.com/open?id=1HbQntFVmQ2-c4NClxyYsZxvj5-ixrGEL&usp=drive_fs
11366040,NCS,"28""X28""X11""",TAPA TELESCOPICA,CAJA REFORZADA,72.5,72.5,10,32,Sencillo,ESP-NCS-040,https://drive.google.com/open?id=1Hc-wZaL8ZQ7vdvjMDFpXAjo8EMIeEK3G&usp=drive_fs
11357041,NCS,19X9X6,CAJA NORMAL,-,19.5,9.5,6.6,32,Doble,ESP-NCS-041,
11348042,NCS,RPC036,MANGA,-,112.5,105,97,51,Doble,ESP-NCS-042,
11339043,NCS,RPC036,FONDO,,,,,,,ESP-NCS-043,
11330044,NCS,RPC036,TAPA,,,,,,,ESP-NCS-044,
11321045,NCS,EMP -706,SEPARADOR ROLADO,-,195,60,-,42,Doble,ESP-NCS-045,https://drive.google.com/open?id=1jgTQr97nZHpzhyRN_bheNVTg2hCV0jR0&usp=drive_fs
11312046,NCS,EMP-475,TAPA TELESCOPICA,-,122.5,122.5,15.5,42,Doble,ESP-NCS-046,
11303047,NCS,EMP-315,SEPARADOR,-,195,122,-,42,Doble,ESP-NCS-047,https://drive.google.com/open?id=19AqhtV2xcdOOoSZYPTKpvX1q0rtSn8US&usp=drive_fs
11294048,NCS,EMP-361,SEPARADOR,-,119.5,130,-,32,Sencillo,ESP-NCS-048,
11285049,NCS,125X125,SEPARADOR,-,125,125,-,32,Doble,ESP-NCS-049,
11276050,NCS,EMP-708,SEPARADOR ROLADO,-,60,52,-,42,Doble,ESP-NCS-050,https://drive.google.com/open?id=1jpxJ1NsOpi-YpqLElYs2CVS5VKelaCFr&usp=drive_fs
11267051,NCS,700-1010157-AS ,CAJA NORMAL,TITAN,58,35.5,35.6,36,Doble,ESP-NCS-051,https://drive.google.com/open?id=12QqKNx3QHoRTX2pKY9U5CuhyfDEnVsNT&usp=drive_fs
11258052,NCS,700-1010158-AS ,CAJA NORMAL,TITAN,28,20.3,31.1,36,Doble,ESP-NCS-052,https://drive.google.com/open?id=12_3ZzCDPwgiboffJ_gyRVUfpU4ItDqrM&usp=drive_fs
11249053,NCS,EMP-619,SEPARADOR,-,123,60,-,36,Doble,ESP-NCS-053,https://drive.google.com/open?id=12dTUVQTfowCbHR334zVrlEifjdOMQ0Xg&usp=drive_fs
40440001,NORTHWEST,PEDALES/MANGA,MANGA,PEDALES,112.5,105,45,51,Doble,ESP-NW-001,https://drive.google.com/open?id=123CW33tLR5bRjDDJctZY903KgP97HfRR&usp=drive_fs
40440002,NORTHWEST,PEDALES/SEPARADOR,SEPARADOR,PEDALES,111,104,-,32,Sencillo,ESP-NW-002,https://drive.google.com/open?id=127-pNkyxoYGFVJBo8UTIatvxb0JGOTzo&usp=drive_fs
40440003,NORTHWEST,PEDALES/TT,TAPA TELESCOPICA,PEDALES,115,108,10,42,Doble,ESP-NW-003,https://drive.google.com/open?id=12MZ7vEbbvmOUJ1xjYf1OsegAdg5CAVkt&usp=drive_fs
40440004,NORTHWEST,PEDALES/ESQ,ESQ,PEDALES,3,3,45,-,-,ESP-NW-004,https://drive.google.com/open?id=12Mm_Nwvr4kkULPXiTs7GG3UvpdnwJtgL&usp=drive_fs
40440005,NORTHWEST,PEDALES/TARIMA,TARIMA,PEDALES,42IN,45IN,-,-,-,ESP-NW-005,https://drive.google.com/open?id=12QmRgaWE11fDh_-dBU4DgyihlOIogfgj&usp=drive_fs
40440006,NORTHWEST,BRACKET/MANGA,MANGA,BRACKET,73,73,81.5,51,Doble,ESP-NW-006,https://drive.google.com/open?id=12ZhpcIbIDC1SHiORUNexIoZ82VzRwPS2&usp=drive_fs
40440007,NORTHWEST,BRACKET/TT,TAPA TELESCOPICA,BRACKET,74.5,74.5,10,42,Doble,ESP-NW-007,https://drive.google.com/open?id=12dSgeVSIwWoZh6JEwsiBHIUM_qnsfhE1&usp=drive_fs
40440008,NORTHWEST,BRACKET/SEPARADOR,SEPARADOR,BRACKET,71.5,71.5,-,32,Sencillo,ESP-NW-008,https://drive.google.com/open?id=12ewGsNZl9rnF4VoYBc4pktyhgxoygHOh&usp=drive_fs
40440009,NORTHWEST,BRACKET/ESQ,ESQ,BRACKET,3,3,45,-,-,ESP-NW-009,https://drive.google.com/open?id=12fsypWb-Qqs2pqiIva4cyUr5vk9Qq2LD&usp=drive_fs
40440010,NORTHWEST,BRACKET/TARIMAS,TARIMA,BRACKET,28IN,28IN,-,-,-,ESP-NW-010,https://drive.google.com/open?id=12gU1sIWRJMWoebIcdUly9WOBR31zO7oM&usp=drive_fs
9214001,NUTEC,EMP 784,TAPA TELESCÓPICA,"57"" X 37"" X 6""",145.9,95,15.7,42,Doble,ESP-NTC-001,https://drive.google.com/file/d/1bJrqcSiV1wuMtjryTU7zYxKcppQKgm2y/view?usp=share_link
9228002,NUTEC,ESP 785,ESQUINERO,"51"" X 6"" ESQ",59.6,129.5,0,42,Doble,ESP-NTC-002,https://drive.google.com/file/d/1KJV-zVvs5PYtNZAtI7_XoI3Mp8HGYnuG/view?usp=share_link
9210003,NUTEC,3M,CAJA NORMAL,3M,43.5,41.8,36.2,51,Doble,ESP-NTC-003,https://drive.google.com/file/d/1QCAZeorZmXkSvjp_rHeTMQovv63JEcNc/view?usp=share_link
9192004,NUTEC,-,-,-,-,-,-,-,-,ESP-NTC-004,
9210005,NUTEC,EMP-793,CAJA NORMAL,EMP-793,91.9,76.7,52.2,44,Sencillo,ESP-NTC-005,https://drive.google.com/file/d/1BlT_WhYU7t-oWdrtaNRrmjzVybOGne6C/view?usp=share_link
9210006,NUTEC,EMP-794,CAJA NORMAL,EMP-794,81.8,71.6,52.2,44,Sencillo,ESP-NTC-006,https://drive.google.com/file/d/1BN0_gyv0p1Achy8lEU7G6Z-JPW_uvbxG/view?usp=share_link
9210007,NUTEC,EMP-795,CAJA NORMAL,EMP-795,64,43.7,54.1,40,Sencillo,ESP-NTC-007,https://drive.google.com/file/d/1TeOog7TUaYWvKR0ZqfMZadycaEgMX3cG/view?usp=share_link
9210008,NUTEC,48X48,TARIMA DE CARTÓN,-,122,122,-,42,Doble,ESP-NTC-008,https://drive.google.com/open?id=1sCxs-aPgCQtjVMCxB5ZO-DGeGuwLvyps&usp=drive_fs
9210009,NUTEC,49X49,TARIMA DE CARTÓN,-,124.5,124.5,-,42,Doble,ESP-NTC-009,https://drive.google.com/open?id=1sFUnovZfuihkf5uzb9UXiwf8APa2zx2F&usp=drive_fs
9210010,NUTEC,42X57,TARIMA DE CARTÓN,-,106.7,106.7,-,42,Doble,ESP-NTC-010,https://drive.google.com/open?id=1sLO1CCcZyjQ92XQC9nFkCwr1P5fFEYsg&usp=drive_fs
9210011,NUTEC,37X57,TARIMA DE CARTÓN,-,94,144.8,-,42,Doble,ESP-NTC-011,https://drive.google.com/open?id=1sRs1Hu-P2fGLUVijkK1xoenNGAGIeCcZ&usp=drive_fs
3813001,PALLISER,TRAY CORNER,TAPA TROQUELADA,-,187.7,134,0,32,Sencillo,ESP-PA-001,https://drive.google.com/file/d/1ODU0M6cHLVXqLg_yPJI3lsOVAA8qA-EZ/view?usp=share_link
3813002,PALLISER,JT41,TAPA TROQUELADA,-,210.9,134,0,32,Sencillo,ESP-PA-002,https://drive.google.com/file/d/18Wio2G5QLKr_kj-Bkirb-_ZQIYdZ3Wi5/view?usp=share_link
990001,PANGEA,PL9,TAPA TELESCOPICA,-,55,108.5,5,51,Doble,ESP-PGA-001,https://drive.google.com/open?id=13Wi-nyqfyyrmxXz1JGKZTvOU1qeqv0VA&usp=drive_fs
990002,PANGEA,C-10,CAJA TROQUELADA,-,66.5,75.5,6.5,42,Doble,ESP-PGA-002,
990003,PANGEA,C-11,CAJA TROQUELADA,-,67,75.5,7.8,42,Doble,ESP-PGA-003,
990004,PANGEA,C-11K,CAJA TELESCÓPICA,-,64.6,76.7,28.4,32,Sencillo,ESP-PGA-004,
990005,PANGEA,C-11K,TAPA TELESCÓPICA,-,66.6,78.2,28.4,32,Sencillo,ESP-PGA-005,
990006,PANGEA,C-14,CAJA TELESCÓPICA,-,64,76.6,36.5,32,Sencillo,ESP-PGA-006,
990007,PANGEA,C-14,TAPA TELESCÓPICA,-,64,76.6,,,,ESP-PGA-007,
990008,PANGEA,C-16,CAJA TELESCÓPICA,-,,,,,,ESP-PGA-008,
990009,PANGEA,C-16,TAPA TELESCÓPICA,-,,,,,,ESP-PGA-009,
990010,PANGEA,C-18A,CAJA TROQUELADA,-,,,,,,ESP-PGA-010,
990011,PANGEA,C-28C1,CAJA TROQUELADA,-,,,,,,ESP-PGA-011,
990012,PANGEA,C-28H,CAJA TROQUELADA,-,109,91.7,6.6,32,Sencillo,ESP-PGA-012,
990013,PANGEA,C-35,CAJA TROQUELADA,-,73,45.5,5.6,32,Sencillo,ESP-PGA-013,
990014,PANGEA,C-40C,CAJA TROQUELADA,-,38.5,25.1,5.3,32,Sencillo,ESP-PGA-014,
990015,PANGEA,C-40D,CAJA TROQUELADA,-,,,,,,ESP-PGA-015,
990016,PANGEA,C10K1,CAJA TROQUELADA,-,77,25,64.5,32,Sencillo,ESP-PGA-016,
990017,PANGEA,C7K2,CAJA TROQUELADA,-,77,18,64.5,32,Sencillo,ESP-PGA-017,
11110001,PARKER,40.5 X 40.5 X 20.5 cm,CAJA NORMAL,40.5 X 40.5 X 20.5 cm,40.9,40.9,21.3,32,Sencillo,ESP-PRK-001,https://drive.google.com/file/d/11b2y44RNFfUPTdt9AOyN_pFAIIR5Dhfz/view?usp=share_link
3910004,PARKWAY/CLAYENS,51 X 41.5 X 26 cm MX-PCK-0117,CAJA NORMAL,-,52,42.5,27,42,Doble,ESP-PP-004,https://drive.google.com/file/d/1OzxRRx2d_K4sEd71b4nFJ8OT4S5W_wMm/view?usp=share_link
3910007,PARKWAY/CLAYENS,"132 X 17 1/2"" X 9"" MX-PCK-0140",CAJA NORMAL,-,45.5,33.5,24,42,Doble,ESP-PP-007,https://drive.google.com/file/d/1zz_yAX2KiBOHiBTjSWcm_pM_QybC4_Tc/view?usp=share_link
3910008,PARKWAY/CLAYENS,"8"" X 8"" X 5""",CAJA NORMAL,-,21,21,13,32,Sencillo,ESP-PP-008,https://drive.google.com/file/d/1SzsFnwqCqDNML8CqZ2nbbQKNGHZzmOxu/view?usp=share_link
3910009,PARKWAY/CLAYENS,"24"" X 12"" X 7.5""",CAJA NORMAL,-,62,31.5,20,42,Doble,ESP-PP-009,https://drive.google.com/file/d/1cu5CNUIxZj-s0NZHyUty8q7yMMpDdC4V/view?usp=share_link
3910011,PARKWAY/CLAYENS,"18"" X 18"" X 18""",CAJA NORMAL,-,47,47,47,42,Doble,ESP-PP-011,https://drive.google.com/file/d/1YiBSc4a3NlQ1Da7Fc0aFbhafvmPbv_oD/view?usp=share_link
3910014,PARKWAY/CLAYENS,41.5  X 48 X 19.5 cm MX-PCK-0105,CAJA NORMAL,-,48.5,41.8,20.5,32,Sencillo,ESP-PP-014,https://drive.google.com/file/d/1tug7ZCmYiniYfJuxDnZGl4TNULJDexXs/view?usp=share_link
3910016,PARKWAY/CLAYENS,35.5 X 39 X 23.5,CAJA NORMAL,-,39.5,36,24,32,Sencillo,ESP-PP-016,https://drive.google.com/file/d/1p-1rHg7vfRbU9ZO9x_G9KJxM2ZkE3k4G/view?usp=share_link
3910017,PARKWAY/CLAYENS,"24"" X 12"" X 12""",CAJA NORMAL,-,61.5,30.5,31.5,32,Sencillo,ESP-PP-017,https://drive.google.com/file/d/1XWjHhzw91yCNna_Y5LO_zzk2ht9B2s2q/view?usp=share_link
3920018,PARKWAY/CLAYENS,39 CAVIDADES,DIV1,ITRÓN,56,11,0,32,Sencillo,ESP-PP-018,https://drive.google.com/file/d/1l1ByBnxnApN6fHA9hJMcspm8YBrx1_kd/view?usp=share_link
3921019,PARKWAY/CLAYENS,39 CAVIDADES,DIV2,ITRÓN,39,11,0,32,Sencillo,ESP-PP-019,https://drive.google.com/file/d/1VcyTAunDR_3_fxeMxude5zb4CWFD8hif/view?usp=share_link
